,Hours,DK1,DK2,DK
16/02/2018,19 - 20,2598,1866,4464
16/02/2018,20 - 21,2450,1730,4180
16/02/2018,21 - 22,2303,1647,3950
16/02/2018,22 - 23,2155,1530,3685
16/02/2018,23 - 00,2045,1437,3482
17/02/2018,00 - 01,1955,1340,3295
17/02/2018,01 - 02,1851,1291,3142
17/02/2018,02 - 03,1824,1260,3084
17/02/2018,03 - 04,1807,1261,3068
17/02/2018,04 - 05,1831,1272,3103
17/02/2018,05 - 06,1893,1303,3196
17/02/2018,06 - 07,1994,1375,3369
17/02/2018,07 - 08,2163,1486,3649
17/02/2018,08 - 09,2327,1634,3961
17/02/2018,09 - 10,2422,1754,4176
17/02/2018,10 - 11,2434,1816,4250
17/02/2018,11 - 12,2428,1821,4249
17/02/2018,12 - 13,2368,1798,4166
17/02/2018,13 - 14,2304,1773,4077
17/02/2018,14 - 15,2261,1748,4009
17/02/2018,15 - 16,2254,1730,3984
17/02/2018,16 - 17,2324,1792,4116
17/02/2018,17 - 18,2583,1976,4559
17/02/2018,18 - 19,2656,2029,4685
17/02/2018,19 - 20,2458,1900,4358
17/02/2018,20 - 21,2312,1768,4080
17/02/2018,21 - 22,2178,1664,3842
17/02/2018,22 - 23,2035,1567,3602
17/02/2018,23 - 00,1922,1469,3391
18/02/2018,00 - 01,1841,1365,3206
18/02/2018,01 - 02,1783,1312,3095
18/02/2018,02 - 03,1750,1278,3028
18/02/2018,03 - 04,1745,1263,3008
18/02/2018,04 - 05,1756,1263,3019
18/02/2018,05 - 06,1799,1285,3084
18/02/2018,06 - 07,1893,1355,3248
18/02/2018,07 - 08,2031,1440,3471
18/02/2018,08 - 09,2181,1552,3733
18/02/2018,09 - 10,2306,1674,3980
18/02/2018,10 - 11,2340,1718,4058
18/02/2018,11 - 12,2331,1719,4050
18/02/2018,12 - 13,2268,1703,3971
18/02/2018,13 - 14,2246,1666,3912
18/02/2018,14 - 15,2259,1654,3913
18/02/2018,15 - 16,2287,1666,3953
18/02/2018,16 - 17,2347,1729,4076
18/02/2018,17 - 18,2644,1964,4608
18/02/2018,18 - 19,2719,2053,4772
18/02/2018,19 - 20,2543,1926,4469
18/02/2018,20 - 21,2378,1777,4155
18/02/2018,21 - 22,2241,1657,3898
18/02/2018,22 - 23,2079,1521,3600
18/02/2018,23 - 00,1959,1414,3373
19/02/2018,00 - 01,1903,1323,3226
19/02/2018,01 - 02,1851,1275,3126
19/02/2018,02 - 03,1845,1252,3097
19/02/2018,03 - 04,1874,1266,3140
19/02/2018,04 - 05,1909,1294,3203
19/02/2018,05 - 06,2084,1414,3498
19/02/2018,06 - 07,2491,1701,4192
19/02/2018,07 - 08,2897,1940,4837
19/02/2018,08 - 09,3024,2015,5039
19/02/2018,09 - 10,3029,2043,5072
19/02/2018,10 - 11,3070,2050,5120
19/02/2018,11 - 12,3069,2043,5112
19/02/2018,12 - 13,3003,2026,5029
19/02/2018,13 - 14,3034,2021,5055
19/02/2018,14 - 15,2991,1989,4980
19/02/2018,15 - 16,2897,1961,4858
19/02/2018,16 - 17,2891,1996,4887
19/02/2018,17 - 18,3096,2180,5276
19/02/2018,18 - 19,3034,2187,5221
19/02/2018,19 - 20,2818,2045,4863
19/02/2018,20 - 21,2662,1913,4575
19/02/2018,21 - 22,2487,1776,4263
19/02/2018,22 - 23,2301,1614,3915
19/02/2018,23 - 00,2118,1466,3584
20/02/2018,00 - 01,2011,1376,3387
20/02/2018,01 - 02,1955,1323,3278
20/02/2018,02 - 03,1948,1301,3249
20/02/2018,03 - 04,1948,1307,3255
20/02/2018,04 - 05,1999,1339,3338
20/02/2018,05 - 06,2146,1433,3579
20/02/2018,06 - 07,2524,1702,4226
20/02/2018,07 - 08,2896,1945,4841
20/02/2018,08 - 09,2978,2035,5013
20/02/2018,09 - 10,2983,2072,5055
20/02/2018,10 - 11,3010,2077,5087
20/02/2018,11 - 12,2957,2044,5001
20/02/2018,12 - 13,2901,2018,4919
20/02/2018,13 - 14,2920,2024,4944
20/02/2018,14 - 15,2859,1991,4850
20/02/2018,15 - 16,2770,1954,4724
20/02/2018,16 - 17,2778,1981,4759
20/02/2018,17 - 18,3014,2177,5191
20/02/2018,18 - 19,3038,2212,5250
20/02/2018,19 - 20,2859,2066,4925
20/02/2018,20 - 21,2704,1920,4624
20/02/2018,21 - 22,2536,1781,4317
20/02/2018,22 - 23,2358,1619,3977
20/02/2018,23 - 00,2182,1480,3662
21/02/2018,00 - 01,2074,1406,3480
21/02/2018,01 - 02,2016,1351,3367
21/02/2018,02 - 03,1998,1338,3336
21/02/2018,03 - 04,2007,1341,3348
21/02/2018,04 - 05,2060,1369,3429
21/02/2018,05 - 06,2210,1468,3678
21/02/2018,06 - 07,2587,1727,4314
21/02/2018,07 - 08,2957,1970,4927
21/02/2018,08 - 09,3065,2051,5116
21/02/2018,09 - 10,3019,2027,5046
21/02/2018,10 - 11,2964,2063,5027
21/02/2018,11 - 12,2998,2068,5066
21/02/2018,12 - 13,2909,2046,4955
21/02/2018,13 - 14,2929,2028,4957
21/02/2018,14 - 15,2899,1993,4892
21/02/2018,15 - 16,3006,1993,4999
21/02/2018,16 - 17,2826,1998,4824
21/02/2018,17 - 18,3040,2184,5224
21/02/2018,18 - 19,3054,2222,5276
21/02/2018,19 - 20,2858,2063,4921
21/02/2018,20 - 21,2707,1929,4636
21/02/2018,21 - 22,2508,1797,4305
21/02/2018,22 - 23,2293,1642,3935
21/02/2018,23 - 00,2130,1522,3652
22/02/2018,00 - 01,2022,1413,3435
22/02/2018,01 - 02,1974,1353,3327
