,ID,Hours,DK1,DK2,DK
28/01/2018,#####,17,3647,1659,5306
28/01/2018,#####,18,3423,1558,4981
28/01/2018,#####,19,3100,1353,4453
28/01/2018,#####,20,2959,1307,4266
28/01/2018,#####,21,2792,1292,4084
28/01/2018,#####,22,2558,1263,3821
28/01/2018,#####,23,2439,1310,3749
29/01/2018,#####,0,2286,1327,3613
29/01/2018,#####,1,2362,1366,3728
29/01/2018,#####,2,2446,1376,3822
29/01/2018,#####,3,2603,1434,4037
29/01/2018,#####,4,2813,1507,4320
29/01/2018,#####,5,3024,1592,4616
29/01/2018,#####,6,3523,1722,5245
29/01/2018,#####,7,4269,1857,6126
29/01/2018,#####,8,4285,1882,6167
29/01/2018,#####,9,4255,1978,6233
29/01/2018,#####,10,4376,2001,6377
29/01/2018,#####,11,4403,1982,6385
29/01/2018,#####,12,4259,1942,6201
29/01/2018,#####,13,4327,1889,6216
29/01/2018,#####,14,4601,1850,6451
29/01/2018,#####,15,4499,1843,6342
29/01/2018,#####,16,4136,1809,5945
29/01/2018,#####,17,4159,1824,5983
29/01/2018,#####,18,4096,1817,5913
29/01/2018,#####,19,4086,1760,5846
29/01/2018,#####,20,4464,1728,6192
29/01/2018,#####,21,4006,1663,5669
29/01/2018,#####,22,3970,1582,5552
29/01/2018,#####,23,3819,1609,5428
30/01/2018,#####,0,3994,1641,5635
30/01/2018,#####,1,3972,1661,5633
30/01/2018,#####,2,3981,1756,5737
30/01/2018,#####,3,3865,1746,5611
30/01/2018,#####,4,3992,1735,5727
30/01/2018,#####,5,3808,1748,5556
30/01/2018,#####,6,4104,1757,5861
30/01/2018,#####,7,4197,1827,6024
30/01/2018,#####,8,3927,1834,5761
30/01/2018,#####,9,3747,1895,5642
30/01/2018,#####,10,3771,1863,5634
30/01/2018,#####,11,3583,1865,5448
30/01/2018,#####,12,3419,1829,5248
30/01/2018,#####,13,3315,1784,5099
30/01/2018,#####,14,3096,1720,4816
30/01/2018,#####,15,2996,1669,4665
30/01/2018,#####,16,2838,1652,4490
30/01/2018,#####,17,3410,1714,5124
30/01/2018,#####,18,3275,1631,4906
30/01/2018,#####,19,3536,1462,4998
30/01/2018,#####,20,3260,1370,4630
30/01/2018,#####,21,3051,1416,4467
30/01/2018,#####,22,2922,1412,4334
30/01/2018,#####,23,3199,1461,4660
31/01/2018,#####,0,3156,1485,4641
31/01/2018,#####,1,3328,1395,4723
31/01/2018,#####,2,3217,1431,4648
31/01/2018,#####,3,3366,1460,4826
31/01/2018,#####,4,3434,1487,4921
31/01/2018,#####,5,3409,1540,4949
31/01/2018,#####,6,3719,1562,5281
31/01/2018,#####,7,4030,1599,5629
31/01/2018,#####,8,4182,1659,5841
31/01/2018,#####,9,3989,1753,5742
31/01/2018,#####,10,3857,1803,5660
31/01/2018,#####,11,4245,1830,6075
31/01/2018,#####,12,4046,1802,5848
31/01/2018,#####,13,3741,1809,5550
31/01/2018,#####,14,3886,1786,5672
31/01/2018,#####,15,3534,1627,5161
31/01/2018,#####,16,3536,1535,5071
31/01/2018,#####,17,4009,1721,5730
31/01/2018,#####,18,3998,1637,5635
31/01/2018,#####,19,3885,1393,5278
31/01/2018,#####,20,3542,1506,5048
31/01/2018,#####,21,3305,1528,4833
31/01/2018,#####,22,3429,1522,4951
31/01/2018,#####,23,3329,1558,4887
01/02/2018,#####,0,3430,1603,5033
01/02/2018,#####,1,3625,1619,5244
01/02/2018,#####,2,3697,1610,5307
01/02/2018,#####,3,3521,1521,5042
01/02/2018,#####,4,3787,1568,5355
01/02/2018,#####,5,3887,1653,5540
01/02/2018,#####,6,3730,1661,5391
01/02/2018,#####,7,3499,1726,5225
01/02/2018,#####,8,3401,1737,5138
01/02/2018,#####,9,3517,1773,5290
01/02/2018,#####,10,3748,1756,5504
01/02/2018,#####,11,4013,1771,5784
01/02/2018,#####,12,4159,1746,5905
01/02/2018,#####,13,3728,1719,5447
01/02/2018,#####,14,3658,1722,5380
01/02/2018,#####,15,3561,1746,5307
01/02/2018,#####,16,3691,1754,5445
01/02/2018,#####,17,3644,1755,5399
01/02/2018,#####,18,3257,1842,5099
01/02/2018,#####,19,2938,1721,4659
01/02/2018,#####,20,2431,1681,4112
01/02/2018,#####,21,2246,1713,3959
01/02/2018,#####,22,2088,1671,3759
01/02/2018,#####,23,2711,1739,4450
02/02/2018,#####,0,2528,1710,4238
02/02/2018,#####,1,2682,1704,4386
02/02/2018,#####,2,2749,1716,4465
02/02/2018,#####,3,2736,1682,4418
02/02/2018,#####,4,2808,1634,4442
02/02/2018,#####,5,2976,1579,4555
02/02/2018,#####,6,3433,1571,5004
02/02/2018,#####,7,3686,1547,5233
02/02/2018,#####,8,3998,1457,5455
02/02/2018,#####,9,4030,1455,5485
02/02/2018,#####,10,4069,1383,5452
02/02/2018,#####,11,3937,1291,5228
02/02/2018,#####,12,3817,1209,5026
02/02/2018,#####,13,3632,1138,4770
02/02/2018,#####,14,3474,1163,4637
02/02/2018,#####,15,3398,1221,4619
02/02/2018,#####,16,3435,1236,4671
02/02/2018,#####,17,3618,1267,4885
02/02/2018,#####,18,3509,1271,4780
02/02/2018,#####,19,3167,1169,4336
02/02/2018,#####,20,2815,1134,3949
02/02/2018,#####,21,2507,1146,3653
02/02/2018,#####,22,2360,1179,3539
02/02/2018,#####,23,2139,1235,3374
03/02/2018,#####,0,2110,1265,3375
03/02/2018,#####,1,1867,1237,3104
03/02/2018,#####,2,1780,1196,2976
03/02/2018,#####,3,1726,1221,2947
03/02/2018,#####,4,1789,1186,2975
03/02/2018,#####,5,2016,1164,3180
03/02/2018,#####,6,1998,1166,3164
03/02/2018,#####,7,2106,1123,3229
03/02/2018,#####,8,2255,1142,3397
03/02/2018,#####,9,2537,1212,3749
03/02/2018,#####,10,2590,1344,3934
03/02/2018,#####,11,2634,1321,3955
03/02/2018,#####,12,2734,1361,4095
03/02/2018,#####,13,2832,1268,4100
03/02/2018,#####,14,2956,1166,4122
03/02/2018,#####,15,2995,1185,4180
03/02/2018,#####,16,3121,1266,4387
03/02/2018,#####,17,3298,1271,4569
03/02/2018,#####,18,3492,1239,4731
03/02/2018,#####,19,3737,1087,4824
03/02/2018,#####,20,3835,1045,4880
03/02/2018,#####,21,3937,1044,4981
03/02/2018,#####,22,4053,1037,5090
03/02/2018,#####,23,4152,1017,5169
04/02/2018,#####,0,4138,1035,5173
04/02/2018,#####,1,4046,1032,5078
04/02/2018,#####,2,3969,1036,5005
04/02/2018,#####,3,3984,1080,5064
04/02/2018,#####,4,3847,1169,5016
04/02/2018,#####,5,3785,1216,5001
04/02/2018,#####,6,3723,1237,4960
04/02/2018,#####,7,3910,1360,5270
04/02/2018,#####,8,4007,1558,5565
04/02/2018,#####,9,4029,1731,5760
04/02/2018,#####,10,3938,1756,5694
04/02/2018,#####,11,3585,1732,5317
04/02/2018,#####,12,3592,1680,5272
04/02/2018,#####,13,3362,1713,5075
04/02/2018,#####,14,3291,1616,4907
04/02/2018,#####,15,3301,1563,4864
04/02/2018,#####,16,3323,1612,4935
04/02/2018,#####,17,3383,1583,4966
04/02/2018,#####,18,3334,1634,4968
04/02/2018,#####,19,3192,1635,4827
04/02/2018,#####,20,2977,1575,4552
04/02/2018,#####,21,2873,1462,4335
04/02/2018,#####,22,2777,1434,4211
04/02/2018,#####,23,2669,1334,4003
05/02/2018,#####,0,2151,1236,3387
05/02/2018,#####,1,1942,1366,3308
05/02/2018,#####,2,1794,1350,3144
05/02/2018,#####,3,1664,1305,2969
05/02/2018,#####,4,1785,1289,3074
05/02/2018,#####,5,1856,1289,3145
05/02/2018,#####,6,2181,1333,3514
05/02/2018,#####,7,2688,1481,4169
05/02/2018,#####,8,2733,1532,4265
05/02/2018,#####,9,2624,1498,4122
05/02/2018,#####,10,2716,1538,4254
05/02/2018,#####,11,2708,1506,4214
05/02/2018,#####,12,2649,1468,4117
05/02/2018,#####,13,2696,1482,4178
05/02/2018,#####,14,2606,1379,3985
05/02/2018,#####,15,2552,1425,3977
05/02/2018,#####,16,2500,1402,3902
05/02/2018,#####,17,2458,1408,3866
05/02/2018,#####,18,2495,1438,3933
05/02/2018,#####,19,2529,1403,3932
05/02/2018,#####,20,2412,1331,3743
05/02/2018,#####,21,2319,1321,3640
05/02/2018,#####,22,2196,1290,3486
05/02/2018,#####,23,1977,1241,3218
06/02/2018,#####,0,1964,1243,3207
06/02/2018,#####,1,1801,1193,2994
06/02/2018,#####,2,1778,1185,2963
06/02/2018,#####,3,1824,1192,3016
06/02/2018,#####,4,1841,1173,3014
06/02/2018,#####,5,2179,1206,3385
06/02/2018,#####,6,2409,1269,3678
06/02/2018,#####,7,2706,1346,4052
06/02/2018,#####,8,2740,1439,4179
06/02/2018,#####,9,2697,1474,4171
06/02/2018,#####,10,2767,1501,4268
06/02/2018,#####,11,2758,1538,4296
06/02/2018,#####,12,2780,1573,4353
06/02/2018,#####,13,2789,1545,4334
06/02/2018,#####,14,2636,1551,4187
06/02/2018,#####,15,2663,1498,4161
06/02/2018,#####,16,2691,1489,4180
06/02/2018,#####,17,2758,1472,4230
06/02/2018,#####,18,2783,1580,4363
06/02/2018,#####,19,2745,1656,4401
06/02/2018,#####,20,2619,1512,4131
06/02/2018,#####,21,2487,1322,3809
06/02/2018,#####,22,2246,1218,3464
06/02/2018,#####,23,2240,1196,3436
07/02/2018,#####,0,2401,1062,3463
07/02/2018,#####,1,2429,992,3421
07/02/2018,#####,2,2370,997,3367
07/02/2018,#####,3,2472,995,3467
07/02/2018,#####,4,2478,992,3470
07/02/2018,#####,5,2545,1140,3685
07/02/2018,#####,6,2962,1347,4309
07/02/2018,#####,7,3244,1521,4765
07/02/2018,#####,8,3243,1504,4747
07/02/2018,#####,9,3316,1503,4819
07/02/2018,#####,10,3420,1621,5041
07/02/2018,#####,11,3473,1685,5158
07/02/2018,#####,12,3473,1662,5135
07/02/2018,#####,13,3312,1670,4982
07/02/2018,#####,14,3330,1639,4969
07/02/2018,#####,15,3345,1602,4947
07/02/2018,#####,16,3380,1543,4923
07/02/2018,#####,17,3787,1631,5418
07/02/2018,#####,18,3797,1557,5354
07/02/2018,#####,19,3700,1527,5227
07/02/2018,#####,20,3460,1534,4994
07/02/2018,#####,21,3075,1336,4411
07/02/2018,#####,22,2680,1177,3857
07/02/2018,#####,23,2458,1064,3522
08/02/2018,#####,0,2244,1105,3349
08/02/2018,#####,1,2425,1158,3583
08/02/2018,#####,2,2424,1121,3545
08/02/2018,#####,3,2467,1095,3562
08/02/2018,#####,4,2586,1110,3696
08/02/2018,#####,5,2815,1148,3963
08/02/2018,#####,6,3082,1218,4300
08/02/2018,#####,7,3436,1418,4854
08/02/2018,#####,8,3410,1472,4882
08/02/2018,#####,9,3304,1415,4719
08/02/2018,#####,10,3408,1424,4832
08/02/2018,#####,11,3482,1450,4932
08/02/2018,#####,12,3578,1465,5043
08/02/2018,#####,13,3623,1451,5074
08/02/2018,#####,14,3795,1403,5198
08/02/2018,#####,15,3546,1353,4899
08/02/2018,#####,16,3246,1422,4668
08/02/2018,#####,17,3062,1429,4491
08/02/2018,#####,18,3834,1583,5417
08/02/2018,#####,19,3690,1596,5286
08/02/2018,#####,20,3685,1513,5198
08/02/2018,#####,21,3560,1335,4895
08/02/2018,#####,22,3655,1281,4936
08/02/2018,#####,23,3691,1277,4968
09/02/2018,#####,0,3545,1235,4780
09/02/2018,#####,1,3444,1212,4656
09/02/2018,#####,2,3467,1190,4657
09/02/2018,#####,3,3495,1189,4684
09/02/2018,#####,4,3439,1177,4616
09/02/2018,#####,5,3542,1203,4745
09/02/2018,#####,6,3875,1280,5155
09/02/2018,#####,7,3799,1462,5261
09/02/2018,#####,8,3844,1552,5396
09/02/2018,#####,9,3880,1633,5513
09/02/2018,#####,10,3921,1622,5543
09/02/2018,#####,11,3884,1678,5562
09/02/2018,#####,12,3782,1686,5468
09/02/2018,#####,13,3609,1687,5296
09/02/2018,#####,14,3482,1597,5079
09/02/2018,#####,15,3346,1586,4932
09/02/2018,#####,16,3124,1599,4723
09/02/2018,#####,17,3628,1675,5303
09/02/2018,#####,18,3617,1702,5319
09/02/2018,#####,19,3502,1718,5220
09/02/2018,#####,20,3328,1592,4920
09/02/2018,#####,21,3167,1461,4628
09/02/2018,#####,22,2857,1301,4158
09/02/2018,#####,23,2616,1273,3889
10/02/2018,#####,0,2449,1160,3609
10/02/2018,#####,1,2481,1161,3642
10/02/2018,#####,2,2438,1137,3575
10/02/2018,#####,3,2312,1108,3420
10/02/2018,#####,4,2202,1103,3305
10/02/2018,#####,5,2365,1110,3475
10/02/2018,#####,6,2590,1106,3696
10/02/2018,#####,7,2611,1126,3737
10/02/2018,#####,8,2792,1143,3935
10/02/2018,#####,9,2924,1291,4215
10/02/2018,#####,10,3044,1373,4417
10/02/2018,#####,11,3145,1401,4546
10/02/2018,#####,12,3027,1328,4355
10/02/2018,#####,13,2973,1274,4247
10/02/2018,#####,14,2967,1263,4230
10/02/2018,#####,15,3005,1261,4266
10/02/2018,#####,16,2993,1243,4236
10/02/2018,#####,17,3153,1295,4448
10/02/2018,#####,18,3249,1246,4495
10/02/2018,#####,19,3236,1226,4462
10/02/2018,#####,20,3366,1144,4510
10/02/2018,#####,21,3594,1028,4622
10/02/2018,#####,22,3546,1013,4559
10/02/2018,#####,23,3351,1044,4395
11/02/2018,#####,0,3320,1114,4434
11/02/2018,#####,1,3519,1154,4673
11/02/2018,#####,2,3512,1161,4673
11/02/2018,#####,3,3194,1226,4420
11/02/2018,#####,4,3185,1333,4518
11/02/2018,#####,5,3384,1389,4773
11/02/2018,#####,6,3187,1555,4742
11/02/2018,#####,7,3327,1605,4932
11/02/2018,#####,8,3688,1677,5365
11/02/2018,#####,9,3854,1717,5571
11/02/2018,#####,10,3854,1725,5579
11/02/2018,#####,11,4222,1735,5957
11/02/2018,#####,12,4297,1725,6022
11/02/2018,#####,13,4238,1689,5927
11/02/2018,#####,14,4228,1694,5922
11/02/2018,#####,15,4284,1690,5974
11/02/2018,#####,16,4319,1703,6022
11/02/2018,#####,17,4376,1774,6150
11/02/2018,#####,18,4809,1760,6569
11/02/2018,#####,19,4865,1753,6618
11/02/2018,#####,20,4682,1737,6419
11/02/2018,#####,21,4192,1692,5884
11/02/2018,#####,22,3926,1686,5612
11/02/2018,#####,23,3997,1682,5679
12/02/2018,#####,0,4251,1664,5915
12/02/2018,#####,1,4284,1649,5933
12/02/2018,#####,2,4129,1640,5769
12/02/2018,#####,3,4179,1627,5806
12/02/2018,#####,4,4187,1615,5802
12/02/2018,#####,5,4357,1617,5974
12/02/2018,#####,6,4299,1711,6010
12/02/2018,#####,7,4718,1757,6475
12/02/2018,#####,8,4461,1774,6235
12/02/2018,#####,9,4525,1821,6346
12/02/2018,#####,10,4590,1833,6423
12/02/2018,#####,11,4627,1793,6420
12/02/2018,#####,12,4691,1820,6511
12/02/2018,#####,13,4497,1759,6256
12/02/2018,#####,14,4513,1740,6253
12/02/2018,#####,15,3935,1657,5592
12/02/2018,#####,16,3673,1644,5317
12/02/2018,#####,17,3471,1669,5140
12/02/2018,#####,18,3292,1652,4944
12/02/2018,#####,19,3021,1682,4703
12/02/2018,#####,20,2775,1631,4406
12/02/2018,#####,21,2647,1534,4181
12/02/2018,#####,22,2756,1509,4265
12/02/2018,#####,23,2302,1471,3773
13/02/2018,#####,0,2503,1593,4096
13/02/2018,#####,1,2363,1571,3934
13/02/2018,#####,2,2254,1501,3755
13/02/2018,#####,3,2031,1416,3447
13/02/2018,#####,4,1951,1334,3285
13/02/2018,#####,5,2257,1286,3543
13/02/2018,#####,6,2183,1322,3505
13/02/2018,#####,7,2432,1386,3818
13/02/2018,#####,8,2730,1498,4228
13/02/2018,#####,9,2625,1525,4150
13/02/2018,#####,10,2820,1514,4334
13/02/2018,#####,11,2904,1472,4376
13/02/2018,#####,12,2769,1402,4171
13/02/2018,#####,13,2780,1353,4133
13/02/2018,#####,14,2705,1383,4088
13/02/2018,#####,15,2661,1352,4013
13/02/2018,#####,16,2799,1362,4161
13/02/2018,#####,17,3056,1413,4469
13/02/2018,#####,18,3136,1460,4596
13/02/2018,#####,19,3074,1365,4439
13/02/2018,#####,20,2900,1278,4178
13/02/2018,#####,21,2894,1269,4163
13/02/2018,#####,22,2862,1234,4096
13/02/2018,#####,23,2723,1169,3892
14/02/2018,#####,0,2439,1139,3578
14/02/2018,#####,1,2475,1107,3582
14/02/2018,#####,2,2368,1099,3467
14/02/2018,#####,3,2289,1101,3390
14/02/2018,#####,4,2220,1119,3339
14/02/2018,#####,5,2353,1121,3474
14/02/2018,#####,6,2639,1233,3872
14/02/2018,#####,7,3045,1344,4389
14/02/2018,#####,8,2958,1350,4308
14/02/2018,#####,9,2902,1389,4291
14/02/2018,#####,10,3036,1405,4441
14/02/2018,#####,11,3117,1426,4543
14/02/2018,#####,12,3402,1470,4872
14/02/2018,#####,13,3658,1433,5091
14/02/2018,#####,14,3863,1414,5277
14/02/2018,#####,15,3745,1407,5152
14/02/2018,#####,16,3502,1414,4916
14/02/2018,#####,17,3733,1410,5143
14/02/2018,#####,18,4357,1540,5897
14/02/2018,#####,19,4396,1523,5919
14/02/2018,#####,20,4417,1533,5950
14/02/2018,#####,21,4218,1575,5793
14/02/2018,#####,22,4252,1537,5789
14/02/2018,#####,23,4299,1647,5946
15/02/2018,#####,0,4270,1622,5892
15/02/2018,#####,1,4229,1612,5841
15/02/2018,#####,2,3883,1597,5480
15/02/2018,#####,3,3887,1611,5498
15/02/2018,#####,4,4010,1638,5648
15/02/2018,#####,5,4169,1730,5899
15/02/2018,#####,6,4462,1752,6214
15/02/2018,#####,7,4709,1738,6447
15/02/2018,#####,8,4525,1771,6296
15/02/2018,#####,9,4686,1853,6539
15/02/2018,#####,10,5019,1915,6934
15/02/2018,#####,11,4579,1916,6495
15/02/2018,#####,12,4272,1899,6171
15/02/2018,#####,13,4307,1780,6087
15/02/2018,#####,14,4266,1752,6018
15/02/2018,#####,15,4110,1738,5848
15/02/2018,#####,16,3812,1717,5529
15/02/2018,#####,17,3663,1740,5403
15/02/2018,#####,18,4070,1713,5783
15/02/2018,#####,19,3728,1669,5397
15/02/2018,#####,20,3319,1536,4855
15/02/2018,#####,21,3039,1473,4512
15/02/2018,#####,22,3056,1411,4467
15/02/2018,#####,23,3065,1362,4427
16/02/2018,#####,0,2525,1265,3790
16/02/2018,#####,1,2463,1272,3735
16/02/2018,#####,2,2501,1240,3741
16/02/2018,#####,3,2728,1391,4119
16/02/2018,#####,4,2758,1408,4166
16/02/2018,#####,5,2719,1375,4094
16/02/2018,#####,6,2842,1528,4370
16/02/2018,#####,7,3139,1721,4860
16/02/2018,#####,8,3379,1762,5141
16/02/2018,#####,9,3414,1730,5144
16/02/2018,#####,10,3676,1816,5492
16/02/2018,#####,11,3901,1897,5798
16/02/2018,#####,12,3727,1872,5599
16/02/2018,#####,13,3723,1834,5557
16/02/2018,#####,14,3114,1827,4941
16/02/2018,#####,15,2896,1844,4740
16/02/2018,#####,16,2507,1810,4317
16/02/2018,#####,17,2617,1907,4524
16/02/2018,#####,18,2834,1916,4750
16/02/2018,#####,19,2493,1815,4308
16/02/2018,#####,20,1736,1700,3436
16/02/2018,#####,21,1660,1575,3235
16/02/2018,#####,22,1533,1543,3076
16/02/2018,#####,23,1732,1508,3240
17/02/2018,#####,0,1598,1414,3012
17/02/2018,#####,1,1721,1419,3140
17/02/2018,#####,2,1633,1352,2985
17/02/2018,#####,3,1486,1274,2760
17/02/2018,#####,4,1564,1203,2767
17/02/2018,#####,5,1563,1179,2742
17/02/2018,#####,6,1555,1135,2690
17/02/2018,#####,7,1735,1157,2892
17/02/2018,#####,8,1850,1224,3074
17/02/2018,#####,9,2073,1379,3452
17/02/2018,#####,10,2066,1485,3551
17/02/2018,#####,11,2099,1454,3553
17/02/2018,#####,12,2031,1434,3465
17/02/2018,#####,13,1962,1394,3356
17/02/2018,#####,14,1983,1379,3362
17/02/2018,#####,15,1963,1336,3299
17/02/2018,#####,16,1952,1283,3235
17/02/2018,#####,17,2158,1431,3589
17/02/2018,#####,18,2240,1463,3703
17/02/2018,#####,19,2077,1392,3469
17/02/2018,#####,20,1937,1286,3223
17/02/2018,#####,21,1892,1191,3083
17/02/2018,#####,22,1871,1124,2995
17/02/2018,#####,23,1885,1095,2980
18/02/2018,#####,0,1907,1055,2962
18/02/2018,#####,1,2018,1052,3070
18/02/2018,#####,2,2174,1087,3261
18/02/2018,#####,3,2137,1082,3219
18/02/2018,#####,4,2161,1080,3241
18/02/2018,#####,5,2207,1091,3298
18/02/2018,#####,6,2161,1125,3286
18/02/2018,#####,7,2220,1107,3327
18/02/2018,#####,8,2472,1209,3681
18/02/2018,#####,9,2676,1326,4002
18/02/2018,#####,10,2865,1419,4284
18/02/2018,#####,11,2908,1452,4360
18/02/2018,#####,12,3041,1471,4512
18/02/2018,#####,13,3148,1464,4612
18/02/2018,#####,14,3091,1415,4506
18/02/2018,#####,15,2971,1385,4356
18/02/2018,#####,16,2942,1357,4299
18/02/2018,#####,17,3069,1477,4546
18/02/2018,#####,18,3050,1482,4532
18/02/2018,#####,19,2922,1474,4396
18/02/2018,#####,20,2732,1345,4077
18/02/2018,#####,21,2570,1355,3925
18/02/2018,#####,22,2278,1400,3678
18/02/2018,#####,23,2117,1309,3426
19/02/2018,#####,0,1978,1289,3267
19/02/2018,#####,1,1913,1254,3167
19/02/2018,#####,2,1773,1228,3001
19/02/2018,#####,3,1766,1216,2982
19/02/2018,#####,4,1891,1203,3094
19/02/2018,#####,5,2057,1237,3294
19/02/2018,#####,6,2516,1387,3903
19/02/2018,#####,7,2721,1558,4279
19/02/2018,#####,8,2590,1601,4191
19/02/2018,#####,9,2577,1608,4185
19/02/2018,#####,10,2604,1628,4232
19/02/2018,#####,11,2503,1623,4126
19/02/2018,#####,12,2642,1627,4269
19/02/2018,#####,13,2587,1589,4176
19/02/2018,#####,14,2536,1623,4159
19/02/2018,#####,15,2596,1606,4202
19/02/2018,#####,16,2631,1631,4262
19/02/2018,#####,17,2841,1635,4476
19/02/2018,#####,18,3035,1762,4797
19/02/2018,#####,19,2942,1709,4651
19/02/2018,#####,20,2828,1420,4248
19/02/2018,#####,21,2727,1320,4047
19/02/2018,#####,22,2514,1201,3715
19/02/2018,#####,23,2511,1184,3695
20/02/2018,#####,0,2661,1150,3811
20/02/2018,#####,1,2585,1175,3760
20/02/2018,#####,2,2391,1187,3578
20/02/2018,#####,3,2517,1182,3699
20/02/2018,#####,4,2620,1196,3816
20/02/2018,#####,5,2695,1249,3944
20/02/2018,#####,6,3039,1419,4458
20/02/2018,#####,7,3313,1634,4947
20/02/2018,#####,8,3253,1709,4962
20/02/2018,#####,9,3307,1692,4999
20/02/2018,#####,10,3322,1693,5015
20/02/2018,#####,11,2993,1701,4694
20/02/2018,#####,12,2859,1651,4510
20/02/2018,#####,13,3079,1588,4667
20/02/2018,#####,14,2993,1578,4571
20/02/2018,#####,15,2908,1623,4531
20/02/2018,#####,16,2924,1649,4573
20/02/2018,#####,17,2839,1734,4573
20/02/2018,#####,18,2879,1733,4612
20/02/2018,#####,19,2870,1670,4540
20/02/2018,#####,20,2599,1497,4096
20/02/2018,#####,21,2177,1352,3529
20/02/2018,#####,22,2133,1330,3463
20/02/2018,#####,23,2132,1198,3330
21/02/2018,#####,0,2021,1136,3157
21/02/2018,#####,1,1908,1106,3014
21/02/2018,#####,2,1793,1106,2899
21/02/2018,#####,3,1758,1100,2858
21/02/2018,#####,4,1824,1119,2943
21/02/2018,#####,5,1990,1202,3192
21/02/2018,#####,6,2247,1363,3610
21/02/2018,#####,7,2587,1548,4135
21/02/2018,#####,8,2650,1598,4248
21/02/2018,#####,9,2713,1630,4343
21/02/2018,#####,10,2586,1625,4211
21/02/2018,#####,11,2686,1675,4361
21/02/2018,#####,12,2615,1612,4227
21/02/2018,#####,13,2609,1569,4178
21/02/2018,#####,14,2576,1565,4141
21/02/2018,#####,15,2737,1597,4334
21/02/2018,#####,16,2585,1605,4190
21/02/2018,#####,17,2633,1623,4256
21/02/2018,#####,18,2689,1665,4354
21/02/2018,#####,19,2696,1589,4285
21/02/2018,#####,20,2583,1480,4063
21/02/2018,#####,21,2324,1421,3745
21/02/2018,#####,22,2231,1288,3519
21/02/2018,#####,23,2151,1274,3425
22/02/2018,#####,0,1948,1142,3090
22/02/2018,#####,1,1904,1123,3027
22/02/2018,#####,2,1871,1104,2975
22/02/2018,#####,3,1843,1130,2973
22/02/2018,#####,4,1857,1166,3023
22/02/2018,#####,5,2242,1210,3452
22/02/2018,#####,6,2446,1445,3891
22/02/2018,#####,7,2764,1571,4335
22/02/2018,#####,8,2788,1678,4466
22/02/2018,#####,9,2792,1748,4540
22/02/2018,#####,10,2734,1794,4528
22/02/2018,#####,11,2733,1776,4509
22/02/2018,#####,12,2602,1805,4407
22/02/2018,#####,13,2587,1631,4218
22/02/2018,#####,14,2585,1687,4272
22/02/2018,#####,15,2540,1642,4182
22/02/2018,#####,16,2543,1714,4257
22/02/2018,#####,17,2523,1710,4233
22/02/2018,#####,18,2619,1700,4319
22/02/2018,#####,19,2548,1626,4174
22/02/2018,#####,20,2409,1568,3977
22/02/2018,#####,21,2356,1443,3799
22/02/2018,#####,22,2306,1347,3653
22/02/2018,#####,23,2035,1288,3323
23/02/2018,#####,0,1848,1317,3165
23/02/2018,#####,1,1806,1289,3095
23/02/2018,#####,2,1943,1264,3207
23/02/2018,#####,3,1901,1270,3171
23/02/2018,#####,4,1790,1312,3102
23/02/2018,#####,5,2038,1355,3393
23/02/2018,#####,6,2299,1433,3732
23/02/2018,#####,7,2459,1678,4137
23/02/2018,#####,8,2514,1719,4233
23/02/2018,#####,9,2529,1733,4262
23/02/2018,#####,10,2569,1730,4299
23/02/2018,#####,11,2632,1719,4351
23/02/2018,#####,12,2626,1598,4224
23/02/2018,#####,13,2520,1542,4062
23/02/2018,#####,14,2442,1524,3966
23/02/2018,#####,15,2320,1513,3833
23/02/2018,#####,16,2399,1501,3900
23/02/2018,#####,17,2390,1497,3887
23/02/2018,#####,18,2388,1509,3897
23/02/2018,#####,19,2407,1520,3927
23/02/2018,#####,20,2463,1462,3925
23/02/2018,#####,21,2316,1387,3703
23/02/2018,#####,22,2021,1410,3431
23/02/2018,#####,23,2135,1452,3587
24/02/2018,#####,0,2213,1408,3621
24/02/2018,#####,1,2205,1435,3640
24/02/2018,#####,2,2039,1431,3470
24/02/2018,#####,3,2097,1453,3550
24/02/2018,#####,4,2284,1497,3781
24/02/2018,#####,5,2296,1583,3879
24/02/2018,#####,6,2506,1736,4242
24/02/2018,#####,7,2771,1767,4538
