,Hours,NO net exchange,SE net exchange,FI net exchange,DK,EE net exchange,LV net exchange,LT net exchange
17/05/2018,13 - 14,-2434,-2441,2030,1275,186,291,1124
17/05/2018,14 - 15,-1540,-2456,2115,1062,224,346,1084
17/05/2018,15 - 16,-888,-2634,2171,903,206,405,1050
17/05/2018,16 - 17,-739,-3067,2297,926,206,393,1019
17/05/2018,17 - 18,-1964,-3134,2109,1084,125,494,1032
17/05/2018,18 - 19,-2623,-3480,2171,1471,83,523,1056
17/05/2018,19 - 20,-2938,-3565,2267,1708,71,517,1015
17/05/2018,20 - 21,-2238,-3713,2110,1762,114,486,1017
17/05/2018,21 - 22,-1814,-4009,2270,1806,53,449,995
17/05/2018,22 - 23,-775,-4679,2057,1622,-25,390,975
17/05/2018,23 - 00,886,-5508,1545,1666,-54,324,898
18/05/2018,00 - 01,1323,-5515,1197,1555,66,362,1081
18/05/2018,01 - 02,1297,-5768,1096,1452,124,335,1513
18/05/2018,02 - 03,1392,-6024,1149,1304,365,95,1523
18/05/2018,03 - 04,1391,-6114,1026,1315,348,56,1522
18/05/2018,04 - 05,1237,-6433,1188,1338,64,286,1542
18/05/2018,05 - 06,303,-6175,1902,1064,-1,309,1296
18/05/2018,06 - 07,-1413,-5510,2325,1503,67,421,1245
18/05/2018,07 - 08,-2522,-4445,2501,1710,170,222,1102
18/05/2018,08 - 09,-2590,-3953,2456,1553,203,-60,1132
18/05/2018,09 - 10,-2684,-3670,2364,1620,220,-77,1107
18/05/2018,10 - 11,-2800,-3604,2356,1657,194,-93,1108
18/05/2018,11 - 12,-2780,-3595,2369,1678,186,20,1077
18/05/2018,12 - 13,-2275,-3612,2192,1909,196,142,1057
18/05/2018,13 - 14,-2209,-3813,2134,1897,164,336,1069
18/05/2018,14 - 15,-1498,-4061,2403,1770,182,414,993
18/05/2018,15 - 16,-1015,-4127,2458,1602,112,365,964
18/05/2018,16 - 17,-1693,-4257,2490,1661,78,298,942
18/05/2018,17 - 18,-2564,-4119,2419,1716,75,301,885
18/05/2018,18 - 19,-2829,-4205,2372,1725,62,226,876
18/05/2018,19 - 20,-2724,-4351,2390,1301,58,176,1049
18/05/2018,20 - 21,-2066,-4464,2302,1116,49,261,996
18/05/2018,21 - 22,-1813,-4518,2416,1219,44,392,977
18/05/2018,22 - 23,-1716,-4674,2388,1361,-21,329,828
18/05/2018,23 - 00,-739,-4916,2024,1406,-90,299,755
19/05/2018,00 - 01,-910,-4381,1749,1526,-173,326,708
19/05/2018,01 - 02,-395,-4441,1587,1659,-234,312,669
19/05/2018,02 - 03,-86,-4430,1560,1642,-158,208,638
19/05/2018,03 - 04,48,-4440,1467,1561,-183,223,628
19/05/2018,04 - 05,235,-4624,1595,1570,-210,287,618
19/05/2018,05 - 06,-79,-4706,1897,1556,-168,330,717
19/05/2018,06 - 07,-621,-4769,2167,1726,-154,207,864
19/05/2018,07 - 08,-1141,-4818,2452,1732,-42,208,972
19/05/2018,08 - 09,-1810,-4477,2645,1986,8,184,1035
19/05/2018,09 - 10,-1337,-4232,2619,2170,35,192,1031
19/05/2018,10 - 11,-1075,-4130,2591,2151,11,183,1004
19/05/2018,11 - 12,-885,-4050,2537,1970,22,75,997
19/05/2018,12 - 13,-249,-4208,2521,1563,38,126,1041
19/05/2018,13 - 14,153,-4462,2431,1448,8,214,1023
19/05/2018,14 - 15,614,-4675,2399,1227,-7,225,993
19/05/2018,15 - 16,776,-4934,2501,1137,-2,177,959
19/05/2018,16 - 17,607,-4966,2513,1195,4,173,938
19/05/2018,17 - 18,-371,-4883,2588,1754,-53,298,934
19/05/2018,18 - 19,-1353,-5075,2569,1975,-5,297,954
19/05/2018,19 - 20,-1238,-5160,2419,1883,-33,244,951
19/05/2018,20 - 21,-984,-5139,2093,2101,-32,239,966
19/05/2018,21 - 22,-1162,-5183,2267,2155,-15,292,973
19/05/2018,22 - 23,-740,-5343,2126,2122,-77,296,883
19/05/2018,23 - 00,1484,-5556,1751,1857,-87,241,827
20/05/2018,00 - 01,2413,-5497,1419,1589,-154,358,752
20/05/2018,01 - 02,2598,-5618,1418,1467,-151,340,1134
20/05/2018,02 - 03,2659,-5620,1322,1453,-33,205,1393
20/05/2018,03 - 04,2624,-5607,1266,1482,51,171,1377
20/05/2018,04 - 05,2623,-5703,1355,1517,0,238,1343
20/05/2018,05 - 06,2624,-5565,1749,1415,32,265,1365
20/05/2018,06 - 07,2046,-5517,1966,1441,9,294,1396
20/05/2018,07 - 08,1486,-5258,2154,1549,5,298,974
20/05/2018,08 - 09,769,-4905,2312,1691,47,361,1058
20/05/2018,09 - 10,466,-4513,2309,1631,65,212,1082
20/05/2018,10 - 11,572,-4319,2221,1530,74,114,1067
20/05/2018,11 - 12,935,-4325,2091,1523,91,51,1056
20/05/2018,12 - 13,1242,-4295,1852,1424,250,42,942
20/05/2018,13 - 14,1622,-4377,1728,1408,277,91,890
20/05/2018,14 - 15,1651,-4603,1861,1347,187,168,1010
20/05/2018,15 - 16,1573,-4568,2013,1327,159,194,1005
20/05/2018,16 - 17,1448,-4543,2120,1412,190,198,1008
20/05/2018,17 - 18,1061,-4705,2168,1587,128,279,1019
20/05/2018,18 - 19,940,-4688,2028,1689,126,368,1039
20/05/2018,19 - 20,1028,-4786,1966,1628,97,334,1053
20/05/2018,20 - 21,1294,-4747,1614,1614,92,326,1048
20/05/2018,21 - 22,1616,-5131,1749,1581,52,367,993
20/05/2018,22 - 23,2076,-5402,1782,1433,6,350,854
20/05/2018,23 - 00,2266,-5202,1299,1259,7,305,995
21/05/2018,00 - 01,2730,-5051,968,1120,-48,428,994
21/05/2018,01 - 02,2712,-5042,809,964,-75,387,1186
21/05/2018,02 - 03,2696,-4941,849,843,0,311,1152
21/05/2018,03 - 04,2676,-4969,837,895,-46,305,1122
21/05/2018,04 - 05,2622,-5140,1196,842,-157,334,1147
21/05/2018,05 - 06,2023,-5146,1874,824,-182,410,915
21/05/2018,06 - 07,420,-4040,2450,912,-286,431,1133
21/05/2018,07 - 08,-1209,-2547,2526,1129,-231,422,1056
21/05/2018,08 - 09,-1535,-2130,2710,1404,-194,206,1115
21/05/2018,09 - 10,-1474,-2297,2605,1382,-213,125,1098
21/05/2018,10 - 11,-1729,-2345,2610,1228,-202,115,1080
21/05/2018,11 - 12,-1606,-2515,2563,991,-232,90,1046
21/05/2018,12 - 13,-1343,-2384,2303,772,-262,269,1076
21/05/2018,13 - 14,-1134,-2432,2387,545,-274,340,1039
21/05/2018,14 - 15,-995,-2353,2643,315,-185,332,995
21/05/2018,15 - 16,-1017,-2451,2678,362,-169,305,969
21/05/2018,16 - 17,-783,-2850,2651,573,-174,486,929
21/05/2018,17 - 18,-1097,-2816,2531,895,-220,494,899
21/05/2018,18 - 19,-1092,-3091,2459,1024,-248,477,880
21/05/2018,19 - 20,-1025,-3099,2573,859,-252,461,892
21/05/2018,20 - 21,-382,-3190,2396,873,-83,380,882
21/05/2018,21 - 22,-239,-3429,2456,1045,-126,365,1042
21/05/2018,22 - 23,191,-3586,2211,1047,-197,333,885
21/05/2018,23 - 00,1150,-4044,1837,959,-267,244,922
22/05/2018,00 - 01,1285,-4123,1713,845,-381,395,1184
22/05/2018,01 - 02,1709,-4308,1608,729,-413,372,1229
22/05/2018,02 - 03,1605,-4232,1518,797,-398,370,1460
22/05/2018,03 - 04,1557,-4133,1451,869,-298,245,1220
22/05/2018,04 - 05,1169,-4384,1569,922,-414,385,1215
22/05/2018,05 - 06,-185,-4305,2157,1106,-507,370,1109
22/05/2018,06 - 07,-2355,-3925,2567,1437,-399,403,1002
